id	rank	name	parentid	childcount	min	max	mode	median	mean	stddev	sum16slist
3650	order	Actinomycetales	3710	12	1	9			3.38	1.50	[3, 2, 2, 3, 3, 5, 6, 5, 6, 4, 6, 2, 2, 2, 1, 1, 1, 1, 2, 2, 2, 2, 2, 5, 4, 3, 2, 2, 3, 3, 2, 2, 3, 3, 3, 3, 3, 3, 2, 3, 4, 3, 3, 1, 6, 4, 4, 5, 5, 2, 4, 2, 3, 6, 6, 4, 3, 3, 3, 3, 3, 2, 1, 3, 3, 3, 4, 1, 6, 5, 5, 6, 3, 6, 3, 3, 4, 3, 4, 6, 5, 5, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4, 7, 6, 6, 5, 4, 6, 4, 3, 4, 5, 4, 4, 4, 5, 6, 6, 4, 4, 4, 4, 4, 4, 4, 4, 2, 1, 1, 1, 1, 1, 2, 1, 2, 1, 2, 2, 1, 2, 2, 1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 2, 3, 3, 3, 3, 3, 3, 4, 5, 4, 4, 4, 4, 4, 3, 4, 4, 4, 4, 4, 4, 4, 3, 3, 5, 4, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 3, 6, 7, 6, 6, 6, 7, 6, 6, 9, 2]
3651	order	Acidithiobacillales	3761	1	2	2			2.00	0.00	[2, 2, 2, 2]
3652	order	Anaerolineales	3737	1	2	2			2.00	0.00	[2]
3653	order	Methylophilales	3729	1	2	3			2.17	0.00	[2, 2, 3, 2, 2]
3654	order	Puniceicoccales	3726	1	2	2			2.00	0.00	[2]
3655	order	Methanobacteriales	3721	2	2	4			2.32	0.32	[2, 2, 3, 2, 2, 4, 2, 3, 2, 2, 2]
3656	order	Rickettsiales	3741	2	1	1			1.00	0.00	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
3657	order	Desulfurobacteriales	3719	1	2	3			2.50	0.00	[2, 3]
3658	order	Oceanospirillales	3761	4	2	8			4.52	1.36	[5, 5, 4, 6, 4, 4, 8, 7, 8, 3, 2, 2]
3659	order	Neisseriales	3729	1	4	8			6.75	0.00	[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 8, 8, 7]
3660	order	Sphingomonadales	3741	2	1	3			1.60	0.60	[1, 1, 2, 2, 3, 3, 3, 3, 2, 3, 2, 3, 3, 3, 1, 3, 3, 2]
3661	order	Caldilineales	3713	1	2	2			2.00	0.00	[2]
3662	order	Thermococcales	3714	1	1	1			1.00	0.00	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
3663	order	Caldisericales	3760	1	1	1			1.00	0.00	[1]
3664	order	Myxococcales	3748	3	2	4			2.92	0.82	[2, 3, 4, 2, 2, 2, 2, 2, 4]
3665	order	Nitrosopumilales	3799	1	1	1			1.00	0.00	[1, 1, 1, 1]
3666	order	Archaeoglobales	3728	1	1	1			1.00	0.00	[1, 1, 1, 1, 1, 1]
3667	order	Bdellovibrionales	3748	2	1	2			1.84	0.16	[2, 2, 1, 2]
3668	order	Desulfobacterales	3748	2	2	7			3.75	0.25	[3, 2, 7, 2, 4, 2, 6]
3669	order	"Dictyoglomales"	3725	1	2	2			2.00	0.00	[2, 2]
3670	order	Cardiobacteriales	3761	1	3	3			3.00	0.00	[3]
3671	order	Rhizobiales	3741	11	1	7			2.34	1.26	[1, 2, 3, 1, 1, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 2, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 1, 2, 2, 1, 1, 1, 2, 2, 2, 2, 2, 1, 1, 1, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 3, 3, 3, 3, 3, 4, 3, 5, 3, 3, 4, 3, 3, 5, 6, 6, 5, 5, 7, 5, 5]
3672	order	Dehalococcoidales	3727	1	1	1			1.00	0.00	[1, 1, 1, 1, 1, 1, 1, 1]
3673	order	"Enterobacteriales"	3761	1	1	8			6.67	0.00	[2, 7, 7, 8, 8, 8, 8, 7, 6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 6, 7, 6, 6, 6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 8, 8, 8, 8, 8, 8, 8, 7, 8, 8, 8, 8, 8, 8, 8, 8, 7, 1, 7, 7, 7, 7, 7, 7, 7, 7, 8, 8, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 8, 7, 7, 7, 7, 7, 5, 7, 7, 7, 7, 7, 7, 8, 8, 7, 8, 8, 8, 8, 8, 8, 8, 8, 8, 7, 8, 8, 8, 8, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 6, 7, 7, 7, 7, 7, 7, 7, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
3674	order	Legionellales	3761	2	1	4			2.05	1.05	[1, 1, 1, 1, 1, 3, 3, 3, 3, 4, 3, 3, 3, 3, 3]
3675	order	Deferribacterales	3717	1	2	2			2.00	0.00	[2, 2, 2]
3676	order	Natranaerobiales	3738	1	4	4			4.00	0.00	[4]
3677	order	Methanopyrales	3762	1	1	1			1.00	0.00	[1]
3678	order	Thermodesulfobacteriales	3716	1	1	2			1.50	0.00	[2, 1]
3679	order	Verrucomicrobiales	3739	1	3	3			3.00	0.00	[3]
3680	order	Orbales	3761	1	4	4			4.00	0.00	[4]
3681	order	Methylococcales	3761	1	2	3			2.67	0.00	[3, 2, 3]
3682	order	Caulobacterales	3741	2	1	3			1.84	0.16	[1, 2, 2, 1, 2, 2, 2, 2, 2, 3]
3683	order	Cytophagales	3724	2	2	4			2.50	0.50	[2, 3, 3, 2, 4, 3, 4, 2]
3684	order	Thermoplasmatales	3759	4	1	1			1.00	0.00	[1, 1, 1, 1, 1, 1]
3685	order	Natrialbales	3746	1	2	4			2.86	0.00	[4, 2, 3, 3, 3, 3, 3, 2]
3686	order	Campylobacterales	3730	2	1	5			3.24	0.15	[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1, 3, 3, 3, 3, 1, 3, 3, 3, 3, 5, 4, 5, 5, 5, 3, 2, 3, 3, 3, 4, 4, 4, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]
3687	order	"Herpetosiphonales"	3764	1	5	5			5.00	0.00	[5]
3688	order	Rhodobacterales	3741	1	1	6			3.66	0.00	[5, 4, 4, 4, 2, 2, 6, 3, 4, 4, 4, 4, 1, 1, 5, 3, 4, 5, 5, 3, 2]
3689	order	Chromatiales	3761	3	1	3			2.11	0.42	[3, 3, 2, 2, 2, 1, 1, 1, 2, 2, 2]
3690	order	Synergistales	3718	1	2	3			2.75	0.00	[3, 3, 3, 2]
3691	order	Fervidicoccales	3712	1	1	1			1.00	0.00	[1]
3692	order	Desulfurellales	3748	1	2	2			2.00	0.00	[2, 2]
3693	order	Hydrogenophilales	3729	1	2	2			2.00	0.00	[2, 2]
3694	order	Magnetococcales	3741	1	3	3			3.00	0.00	[3]
3695	order	Thermales	3734	1	2	2			2.00	0.00	[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]
3696	order	Entomoplasmatales	3758	2	1	2			1.56	0.44	[1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2]
3697	order	Methanomicrobiales	3731	4	1	4			2.62	0.96	[3, 1, 1, 3, 1, 1, 2, 4]
3698	order	Methanococcales	3752	2	2	4			2.22	0.22	[3, 3, 2, 3, 4, 3, 2, 2, 2, 2, 2, 2, 2, 2]
3699	order	Sulfolobales	3712	1	1	1			1.00	0.00	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
3700	order	Pseudomonadales	3761	2	3	7			4.72	0.06	[6, 6, 4, 7, 5, 5, 5, 5, 6, 7, 4, 4, 4, 6, 4, 7, 7, 4, 5, 5, 4, 4, 6, 4, 5, 4, 4, 7, 4, 6, 4, 4, 6, 4, 7, 7, 4, 5, 5, 4, 5, 7, 5, 4, 7, 4, 4, 4, 5, 4, 4, 6, 6, 6, 5, 4, 4, 4, 4, 4, 4, 5, 5, 6, 7, 6, 5, 6, 6, 4, 4, 5, 3, 4, 4, 5, 4, 7, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 4, 4]
3701	order	Gemmatimonadales	3736	1	1	1			1.00	0.00	[1]
3702	order	Haloferacales	3746	1	2	3			2.20	0.00	[2, 2, 2, 2, 2, 3, 2]
3703	order	Pasteurellales	3761	1	5	6			5.86	0.00	[5, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6]
3704	order	Thermomicrobiales	3715	1	1	1			1.00	0.00	[1]
3705	order	Sphaerobacterales	3709	1	2	2			2.00	0.00	[2]
3706	order	Selenomonadales	3755	2	3	7			5.00	0.50	[7, 4, 4, 7, 6, 3]
3707	subclass	Acidimicrobidae	3744	1	2	2			2.00	0.00	[2, 2]
3708	subclass	Rubrobacteridae	3744	2	1	1			1.00	0.00	[1, 1]
3709	subclass	Sphaerobacteridae	3715	1	2	2			2.00	0.00	[2]
3710	subclass	Actinobacteridae	3744	2	1	9			3.03	0.35	[4, 5, 4, 4, 2, 4, 4, 4, 3, 3, 3, 3, 4, 4, 4, 4, 4, 4, 3, 3, 4, 4, 4, 4, 3, 2, 4, 2, 4, 4, 2, 2, 2, 2, 2, 3, 2, 2, 2, 3, 2, 2, 3, 3, 5, 6, 5, 6, 4, 6, 2, 2, 2, 1, 1, 1, 1, 2, 2, 2, 2, 2, 5, 4, 3, 2, 2, 3, 3, 2, 2, 3, 3, 3, 3, 3, 3, 2, 3, 4, 3, 3, 1, 6, 4, 4, 5, 5, 2, 4, 2, 3, 6, 6, 4, 3, 3, 3, 3, 3, 2, 1, 3, 3, 3, 4, 1, 6, 5, 5, 6, 3, 6, 3, 3, 4, 3, 4, 6, 5, 5, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4, 7, 6, 6, 5, 4, 6, 4, 3, 4, 5, 4, 4, 4, 5, 6, 6, 4, 4, 4, 4, 4, 4, 4, 4, 2, 1, 1, 1, 1, 1, 2, 1, 2, 1, 2, 2, 1, 2, 2, 1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 2, 3, 3, 3, 3, 3, 3, 4, 5, 4, 4, 4, 4, 4, 3, 4, 4, 4, 4, 4, 4, 4, 3, 3, 5, 4, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 3, 6, 7, 6, 6, 6, 7, 6, 6, 9, 2]
3711	subclass	Coriobacteridae	3744	1	1	3			1.88	0.00	[2, 1, 2, 3, 2, 1, 1, 3]
3712	class	Thermoprotei	3771	5	1	1			1.00	0.00	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
3713	class	Caldilineae	3800	1	2	2			2.00	0.00	[2]
3714	class	Thermococci	3772	1	1	1			1.00	0.00	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
3715	class	Thermomicrobia	3800	2	1	2			1.50	0.50	[1, 2]
3716	class	Thermodesulfobacteria	3774	1	1	2			1.50	0.00	[2, 1]
3717	class	Deferribacteres	3782	1	2	2			2.00	0.00	[2, 2, 2]
3718	class	Synergistia	3789	1	2	3			2.75	0.00	[3, 3, 3, 2]
3719	class	Aquificae	3797	2	1	3			2.19	0.31	[3, 2, 2, 2, 1, 1, 1, 2, 2, 2, 2, 3]
3720	class	"Nitrospira"	3791	1	1	3			1.50	0.00	[3, 2, 1, 1]
3721	class	Methanobacteria	3772	1	2	4			2.32	0.00	[2, 2, 3, 2, 2, 4, 2, 3, 2, 2, 2]
3722	class	Flavobacteriia	3778	1	2	8			2.54	0.00	[2, 8, 2, 5, 4, 4, 4, 3, 2, 5, 2, 4, 3, 2, 2, 3, 6, 3, 5, 4, 6, 6, 6, 3, 3, 2, 2, 3, 3, 3, 3, 3, 3, 2, 3, 5, 2, 2, 2, 2]
3723	class	Cyanobacteria	3780	9	1	5			2.21	0.76	[3, 3, 1, 2, 2, 2, 3, 2, 2, 2, 4, 4, 4, 4, 5, 3, 4, 5, 3, 4, 4, 2, 4, 1, 2, 1, 2, 2, 1, 2, 1, 1, 2, 1, 1, 1, 2, 1, 1, 2, 2, 2, 2, 2]
3724	class	Cytophagia	3778	1	2	4			2.50	0.00	[2, 3, 3, 2, 4, 3, 4, 2]
3725	class	"Dictyoglomia"	3767	1	2	2			2.00	0.00	[2, 2]
3726	class	Opitutae	3794	2	1	2			1.50	0.50	[1, 2]
3727	class	Dehalococcoidia	3800	1	1	1			1.00	0.00	[1, 1, 1, 1, 1, 1, 1, 1]
3728	class	Archaeoglobi	3772	1	1	1			1.00	0.00	[1, 1, 1, 1, 1, 1]
3729	class	Betaproteobacteria	3798	7	1	9			2.90	1.70	[1, 1, 1, 1, 3, 1, 2, 2, 3, 3, 1, 3, 3, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 5, 5, 1, 2, 3, 3, 2, 2, 2, 3, 3, 3, 3, 1, 2, 2, 3, 9, 3, 3, 3, 1, 2, 1, 1, 4, 3, 3, 3, 3, 3, 4, 4, 4, 6, 4, 4, 6, 6, 6, 6, 4, 4, 6, 5, 6, 6, 6, 5, 6, 3, 5, 7, 6, 3, 6, 5, 6, 4, 6, 2, 6, 4, 4, 5, 4, 4, 4, 4, 4, 4, 4, 4, 4, 6, 5, 6, 6, 4, 4, 4, 4, 4, 4, 6, 1, 1, 1, 5, 4, 4, 6, 4, 5, 5, 5, 2, 3, 2, 4, 4, 2, 4, 4, 5, 2, 2, 3, 2, 2, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 8, 8, 7, 2, 2]
3730	class	Epsilonproteobacteria	3798	2	1	5			3.12	0.12	[2, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1, 3, 3, 3, 3, 1, 3, 3, 3, 3, 5, 4, 5, 5, 5, 3, 2, 3, 3, 3, 4, 4, 4, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]
3731	class	"Methanomicrobia"	3772	3	1	4			2.38	0.18	[3, 2, 2, 3, 3, 3, 3, 2, 3, 3, 3, 3, 2, 2, 2, 1, 3, 1, 1, 3, 1, 1, 2, 4]
3732	class	Erysipelotrichia	3769	1	1	7			3.00	0.00	[1, 7, 3]
3733	class	Chrysiogenetes	3768	1	3	3			3.00	0.00	[3]
3734	class	Deinococci	3766	2	2	5			2.50	0.50	[4, 4, 4, 3, 5, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]
3735	class	Thermotogae	3776	1	1	3			2.17	0.00	[1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 2, 3, 2, 2, 2]
3736	class	Gemmatimonadetes	3781	1	1	1			1.00	0.00	[1]
3737	class	Anaerolineae	3800	1	2	2			2.00	0.00	[2]
3738	class	Clostridia	3769	4	1	14			4.06	1.01	[4, 4, 4, 4, 4, 4, 4, 4, 1, 4, 2, 3, 2, 2, 8, 4, 6, 5, 6, 6, 3, 3, 4, 3, 4, 4, 8, 10, 8, 3, 5, 8, 2, 2, 3, 5, 5, 5, 5, 7, 6, 8, 6, 5, 5, 4, 1, 1, 4, 1, 6, 11, 10, 6, 8, 10, 10, 9, 14, 9, 7, 8, 8, 9, 9, 11, 11, 7, 9, 9, 9, 10, 11, 11, 9, 9, 11, 9, 12, 9, 8, 4, 11, 10, 8, 3, 3, 3, 3, 3, 3, 3, 3, 3, 5, 5, 5, 2, 3, 4, 8, 6, 8, 4, 3, 3, 1, 2, 3, 3, 4, 1, 4, 10, 8, 5, 5, 2, 6, 5, 5, 4, 4, 4, 4]
3739	class	Verrucomicrobiae	3794	1	3	3			3.00	0.00	[3]
3740	class	Chlamydiia	3786	1	1	3			1.88	0.00	[1, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 2, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
3741	class	Alphaproteobacteria	3798	9	1	9			2.14	1.06	[1, 1, 1, 5, 5, 5, 5, 5, 5, 4, 4, 5, 3, 3, 3, 3, 2, 2, 4, 5, 4, 4, 1, 4, 2, 9, 9, 1, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 3, 3, 3, 3, 2, 3, 2, 3, 3, 3, 1, 3, 3, 2, 1, 2, 3, 1, 1, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 2, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 1, 2, 2, 1, 1, 1, 2, 2, 2, 2, 2, 1, 1, 1, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 3, 3, 3, 3, 3, 4, 3, 5, 3, 3, 4, 3, 3, 5, 6, 6, 5, 5, 7, 5, 5, 1, 2, 2, 1, 2, 2, 2, 2, 2, 3, 5, 4, 4, 4, 2, 2, 6, 3, 4, 4, 4, 4, 1, 1, 5, 3, 4, 5, 5, 3, 2, 3]
3742	class	Sphingobacteriia	3778	1	1	6			3.10	0.00	[1, 1, 1, 2, 3, 4, 4, 3, 4, 3, 4, 4, 3, 6]
3743	class	Acidobacteria_Gp3	3773	1	2	2			2.00	0.00	[2]
3744	class	Actinobacteria	3792	4	1	9			1.98	0.72	[2, 2, 1, 1, 4, 5, 4, 4, 2, 4, 4, 4, 3, 3, 3, 3, 4, 4, 4, 4, 4, 4, 3, 3, 4, 4, 4, 4, 3, 2, 4, 2, 4, 4, 2, 2, 2, 2, 2, 3, 2, 2, 2, 3, 2, 2, 3, 3, 5, 6, 5, 6, 4, 6, 2, 2, 2, 1, 1, 1, 1, 2, 2, 2, 2, 2, 5, 4, 3, 2, 2, 3, 3, 2, 2, 3, 3, 3, 3, 3, 3, 2, 3, 4, 3, 3, 1, 6, 4, 4, 5, 5, 2, 4, 2, 3, 6, 6, 4, 3, 3, 3, 3, 3, 2, 1, 3, 3, 3, 4, 1, 6, 5, 5, 6, 3, 6, 3, 3, 4, 3, 4, 6, 5, 5, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4, 7, 6, 6, 5, 4, 6, 4, 3, 4, 5, 4, 4, 4, 5, 6, 6, 4, 4, 4, 4, 4, 4, 4, 4, 2, 1, 1, 1, 1, 1, 2, 1, 2, 1, 2, 2, 1, 2, 2, 1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 2, 3, 3, 3, 3, 3, 3, 4, 5, 4, 4, 4, 4, 4, 3, 4, 4, 4, 4, 4, 4, 4, 3, 3, 5, 4, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 3, 6, 7, 6, 6, 6, 7, 6, 6, 9, 2, 2, 1, 2, 3, 2, 1, 1, 3]
3745	class	Ignavibacteria	3795	1	1	1			1.00	0.00	[1, 1]
3746	class	Halobacteria	3772	3	1	4			2.24	0.49	[3, 3, 3, 1, 1, 1, 1, 1, 1, 1, 3, 4, 2, 3, 3, 3, 3, 3, 2, 2, 2, 2, 2, 2, 3, 2]
3747	class	"Dehalococcoidetes"	3800	1	1	1			1.00	0.00	[1]
3748	class	Deltaproteobacteria	3798	8	1	7			2.20	0.79	[2, 2, 2, 2, 5, 4, 5, 4, 3, 3, 5, 2, 3, 2, 5, 5, 3, 1, 2, 2, 2, 2, 2, 4, 2, 4, 4, 2, 2, 1, 1, 1, 1, 2, 3, 4, 2, 2, 2, 2, 2, 4, 2, 2, 1, 2, 3, 2, 7, 2, 4, 2, 6, 2, 2]
3749	class	Endomicrobia	3793	1	1	1			1.00	0.00	[1]
3750	class	Fusobacteriia	3787	1	4	8			5.58	0.00	[8, 5, 5, 5, 5, 4, 5]
3751	class	"Bacteroidia"	3778	1	1	7			3.72	0.00	[4, 4, 4, 4, 4, 5, 2, 1, 3, 2, 5, 6, 6, 7, 5, 6, 6, 7, 2, 4, 5, 3, 2, 4, 4, 2, 4, 7]
3752	class	Methanococci	3772	1	2	4			2.22	0.00	[3, 3, 2, 3, 4, 3, 2, 2, 2, 2, 2, 2, 2, 2]
3753	class	Acidobacteria_Gp1	3773	4	1	2			1.12	0.22	[1, 2, 1, 1, 1, 1]
3754	class	Bacilli	3769	2	1	15			6.40	1.38	[12, 8, 12, 14, 13, 9, 14, 14, 13, 8, 9, 13, 6, 7, 15, 5, 7, 7, 8, 7, 6, 5, 6, 6, 7, 10, 9, 10, 10, 8, 8, 10, 8, 10, 9, 10, 10, 10, 8, 13, 11, 12, 11, 11, 7, 13, 7, 7, 14, 13, 7, 14, 14, 14, 12, 13, 13, 14, 11, 11, 7, 12, 11, 14, 11, 8, 10, 7, 10, 10, 14, 10, 12, 6, 7, 7, 10, 13, 14, 11, 10, 10, 10, 15, 14, 13, 10, 12, 14, 9, 12, 10, 13, 10, 9, 10, 12, 7, 10, 10, 9, 9, 12, 10, 11, 11, 8, 10, 8, 7, 9, 14, 10, 13, 10, 10, 14, 11, 1, 13, 8, 5, 5, 6, 5, 5, 6, 6, 6, 5, 6, 5, 5, 5, 6, 6, 5, 5, 5, 5, 5, 6, 6, 5, 5, 5, 5, 5, 5, 5, 5, 6, 5, 5, 5, 6, 5, 5, 6, 5, 5, 4, 5, 5, 5, 5, 5, 6, 5, 5, 5, 5, 4, 6, 6, 6, 6, 6, 6, 5, 5, 6, 6, 6, 6, 6, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 5, 6, 6, 6, 6, 4, 5, 6, 6, 6, 6, 6, 6, 12, 10, 10, 8, 9, 9, 9, 9, 8, 6, 8, 6, 4, 4, 6, 6, 7, 5, 7, 5, 6, 6, 6, 6, 7, 4, 6, 4, 6, 4, 4, 4, 4, 4, 4, 5, 6, 4, 5, 5, 4, 4, 4, 4, 6, 5, 4, 4, 4, 6, 4, 5, 4, 4, 4, 7, 4, 4, 5, 5, 4, 6, 1, 6, 6, 5, 5, 5, 5, 6, 4, 4, 4, 4, 4, 4, 6, 5, 4, 4, 4, 5, 4, 6, 6, 4, 5, 4, 4, 5, 4, 4, 7, 5, 5, 4, 6, 7, 5, 5, 4, 4, 4, 4, 4, 4, 6, 4, 4, 7, 7, 7, 6, 6, 4, 4, 4, 4, 4, 4, 4, 5, 2, 4, 4, 4, 6, 6, 6, 6, 5, 5, 6, 6, 6, 6, 6, 6, 6, 5, 4, 5, 5, 6, 7, 7, 9, 5, 5, 6, 9, 6, 4, 5, 5, 6, 5, 5, 5, 4, 4, 5, 5, 9, 4, 4, 5, 4, 6, 6, 7, 4, 9, 5, 4, 4, 5, 5, 4, 5, 5, 5, 4, 5, 5, 5, 6, 5, 5, 5, 4, 6, 5, 4, 4, 5, 2, 5, 6, 6, 6, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 5, 4, 6, 4, 4, 6, 6, 4, 4, 6, 1, 5, 6, 6]
3755	class	Negativicutes	3769	1	3	7			5.00	0.00	[7, 4, 4, 7, 6, 3]
3756	class	"Fibrobacteria"	3796	1	3	3			3.00	0.00	[3, 3]
3757	class	Planctomycetia	3770	1	1	8			3.00	0.00	[3, 8, 2, 1, 1]
